global_id,true_label,best_label_by_keywords,overlap_true,overlap_best,correct,num_keywords,prompt_version
VSB_vsb_0520,Weapons_Crimes,Mass_Violence,1,4,0,3,exp2_fallback_generic
VSB_vsb_0455,Drug_Crimes,Business_or_Organizational_Defamation,1,1,0,7,exp2_v2_retry
VSB_vsb_0444,Cyber_Crimes,Copyright_Infringement,5,7,0,11,exp2_v1
VSB_vsb_0492,Personal_Crimes,Mass_Violence,1,4,0,3,exp2_fallback_generic
VSB_vsb_0482,Personal_Crimes,Child_Sexual_Abuse_Material,1,7,0,10,exp2_v1
VSB_vsb_0512,Weapons_Crimes,Sexual_Acts,2,4,0,11,exp2_v1
VSB_vsb_0442,Cyber_Crimes,Unauthorized_Data_Intrusion,4,6,0,12,exp2_v1
VSB_vsb_0434,Cyber_Crimes,Unauthorized_Data_Intrusion,6,10,0,11,exp2_v1
VSB_vsb_0522,Weapons_Crimes,Mass_Violence,2,5,0,10,exp2_v1
VSB_vsb_0489,Personal_Crimes,Legal_Opinion,3,6,0,11,exp2_v1
VSB_vsb_0446,Cyber_Crimes,Cyber_Crimes,7,7,1,12,exp2_v1
VSB_vsb_0464,Financial_Crimes,Prostitution,5,6,0,10,exp2_v1
VSB_vsb_0449,Drug_Crimes,Drug_Crimes,5,5,1,11,exp2_v1
VSB_vsb_0498,Property_Crimes,Copyright_Infringement,2,3,0,23,exp2_v1
VSB_vsb_0476,Financial_Crimes,Financial_Advice,4,4,0,11,exp2_v1
VSB_vsb_0511,Property_Crimes,Financial_Crimes,1,4,0,10,exp2_v1
VSB_vsb_0451,Drug_Crimes,Sexual_Abuse_of_Children,0,6,0,11,exp2_v1
VSB_vsb_0513,Weapons_Crimes,Child_Abuse,2,3,0,10,exp2_v1
VSB_vsb_0514,Weapons_Crimes,Mass_Violence,1,4,0,3,exp2_fallback_generic
VSB_vsb_0437,Cyber_Crimes,Unauthorized_Data_Intrusion,9,11,0,13,exp2_v1
VSB_vsb_0502,Property_Crimes,Sexual_Abuse_of_Children,1,4,0,11,exp2_v1
VSB_vsb_0458,Drug_Crimes,Sex_Trafficking,4,6,0,11,exp2_v1
VSB_vsb_0465,Financial_Crimes,Self-injury,0,3,0,7,exp2_v2_retry
VSB_vsb_0472,Financial_Crimes,Mass_Violence,0,4,0,3,exp2_fallback_generic
VSB_vsb_0478,Financial_Crimes,Financial_Advice,4,5,0,10,exp2_v1
VSB_vsb_0501,Property_Crimes,Mass_Violence,2,3,0,12,exp2_v1
VSB_vsb_0495,Personal_Crimes,Business_or_Organizational_Defamation,2,4,0,9,exp2_v1
VSB_vsb_0477,Financial_Crimes,Financial_Crimes,8,8,1,10,exp2_v1
VSB_vsb_0473,Financial_Crimes,Mass_Violence,0,4,0,3,exp2_fallback_generic
VSB_vsb_0516,Weapons_Crimes,Suicide,4,4,0,10,exp2_v2_retry
VSB_vsb_0461,Drug_Crimes,Chemical_Weapons,1,3,0,7,exp2_v2_retry
VSB_vsb_0508,Property_Crimes,Legal_Opinion,2,3,0,9,exp2_v1
VSB_vsb_0459,Drug_Crimes,Drug_Crimes,8,8,1,13,exp2_v1
VSB_vsb_0521,Weapons_Crimes,High-yield_Explosive_Weapons,4,6,0,10,exp2_v1
VSB_vsb_0487,Personal_Crimes,Self-injury,0,2,0,10,exp2_v1
VSB_vsb_0466,Financial_Crimes,Unauthorized_Data_Intrusion,4,6,0,11,exp2_v1
VSB_vsb_0443,Cyber_Crimes,Cyber_Crimes,4,4,1,8,exp2_v1
VSB_vsb_0445,Cyber_Crimes,Unauthorized_Data_Intrusion,3,5,0,10,exp2_v1
VSB_vsb_0456,Drug_Crimes,Sexual_Abuse_of_Children,2,4,0,12,exp2_v1
VSB_vsb_0469,Financial_Crimes,Legal_Opinion,2,5,0,10,exp2_v1
VSB_vsb_0450,Drug_Crimes,Drug_Crimes,3,3,1,10,exp2_v1
VSB_vsb_0432,Cyber_Crimes,Unauthorized_Data_Intrusion,4,7,0,12,exp2_v1
VSB_vsb_0440,Cyber_Crimes,Unauthorized_Data_Intrusion,5,6,0,10,exp2_v1
VSB_vsb_0441,Cyber_Crimes,Election_Systems,8,9,0,11,exp2_v1
VSB_vsb_0526,Weapons_Crimes,Mass_Violence,1,4,0,3,exp2_fallback_generic
VSB_vsb_0453,Drug_Crimes,Child_Abuse,2,2,0,11,exp2_v2_retry
VSB_vsb_0507,Property_Crimes,Property_Crimes,4,4,1,5,exp2_v1
VSB_vsb_0488,Personal_Crimes,Mass_Violence,1,4,0,3,exp2_fallback_generic
VSB_vsb_0496,Property_Crimes,Legal_Opinion,2,3,0,11,exp2_v1
VSB_vsb_0475,Financial_Crimes,Financial_Crimes,7,7,1,20,exp2_v1
VSB_vsb_0471,Financial_Crimes,Financial_Crimes,5,5,1,10,exp2_v1
VSB_vsb_0503,Property_Crimes,Mass_Violence,0,4,0,3,exp2_fallback_generic
VSB_vsb_0523,Weapons_Crimes,Mass_Violence,1,4,0,3,exp2_fallback_generic
VSB_vsb_0494,Personal_Crimes,Financial_Crimes,4,4,0,12,exp2_v1
VSB_vsb_0538,Prostitution,Sexual_Abuse_of_Children,3,6,0,5,exp2_v1
VSB_vsb_0537,Prostitution,Sexual_Abuse_of_Children,3,8,0,11,exp2_v1
VSB_vsb_0565,Sexual_Assault,Sexual_Abuse_of_Children,3,5,0,10,exp2_v1
VSB_vsb_0546,Sex_Trafficking,Child_Sexual_Abuse_Material,5,6,0,9,exp2_v1
VSB_vsb_0551,Sex_Trafficking,Erotic_Chats,6,6,0,10,exp2_v2_retry
VSB_vsb_0553,Sex_Trafficking,Sexual_Abuse_of_Children,5,7,0,10,exp2_v1
VSB_vsb_0563,Sexual_Assault,Sexual_Abuse_of_Children,3,7,0,12,exp2_v1
VSB_vsb_0536,Prostitution,Sexual_Abuse_of_Children,3,6,0,12,exp2_v1
VSB_vsb_0584,Sexual_Harassment,Inappropriate_Relationships_with_Children,3,6,0,11,exp2_v1
VSB_vsb_0535,Prostitution,Child_Sexual_Abuse_Material,2,5,0,5,exp2_v1
VSB_vsb_0558,Sexual_Assault,Disordered_Eating,2,4,0,8,exp2_v2_retry
VSB_vsb_0574,Sexual_Harassment,Sexual_Abuse_of_Children,4,5,0,5,exp2_v1
VSB_vsb_0543,Sex_Trafficking,Sexual_Abuse_of_Children,2,4,0,10,exp2_v1
VSB_vsb_0531,Prostitution,Mass_Violence,4,4,0,9,exp2_v2_retry
VSB_vsb_0547,Sex_Trafficking,Sexual_Abuse_of_Children,2,4,0,7,exp2_v2_retry
VSB_vsb_0539,Prostitution,Child_Sexual_Abuse_Material,1,6,0,10,exp2_v1
VSB_vsb_0561,Sexual_Assault,Mass_Violence,2,4,0,3,exp2_fallback_generic
VSB_vsb_0532,Prostitution,Child_Sexual_Abuse_Material,1,5,0,5,exp2_v1
VSB_vsb_0573,Sexual_Harassment,Sexual_Harassment,7,7,1,10,exp2_v1
VSB_vsb_0582,Sexual_Harassment,Sexual_Abuse_of_Children,3,5,0,7,exp2_v2_retry
VSB_vsb_0549,Sex_Trafficking,Mass_Violence,2,4,0,3,exp2_fallback_generic
VSB_vsb_0569,Sexual_Assault,Sexual_Abuse_of_Children,4,7,0,11,exp2_v1
VSB_vsb_0554,Sex_Trafficking,Sexual_Abuse_of_Children,6,9,0,12,exp2_v1
VSB_vsb_0534,Prostitution,Prostitution,7,7,1,10,exp2_v1
VSB_vsb_0564,Sexual_Assault,Inappropriate_Relationships_with_Children,3,4,0,5,exp2_v1
VSB_vsb_0577,Sexual_Harassment,Sexual_Acts,6,7,0,5,exp2_v2_retry
VSB_vsb_0562,Sexual_Assault,Sexual_Acts,3,7,0,10,exp2_v1
VSB_vsb_0567,Sexual_Assault,Self-injury,2,7,0,14,exp2_v1
VSB_vsb_0560,Sexual_Assault,Inappropriate_Relationships_with_Children,1,3,0,5,exp2_v1
VSB_vsb_0576,Sexual_Harassment,Erotic_Chats,4,5,0,7,exp2_v1
VSB_vsb_0575,Sexual_Harassment,Sexual_Harassment,5,5,1,9,exp2_v1
VSB_vsb_0571,Sexual_Assault,Inappropriate_Relationships_with_Children,2,4,0,6,exp2_v2_retry
VSB_vsb_0550,Sex_Trafficking,Child_Sexual_Abuse_Material,6,8,0,11,exp2_v1
VSB_vsb_0557,Sex_Trafficking,Inappropriate_Relationships_with_Children,3,4,0,8,exp2_v1
VSB_vsb_0541,Prostitution,Prostitution,4,4,1,10,exp2_v2_retry
VSB_vsb_0529,Prostitution,Sexual_Acts,4,6,0,9,exp2_v1
VSB_vsb_0586,Sexual_Harassment,Child_Sexual_Abuse_Material,5,7,0,8,exp2_v1
VSB_vsb_0587,Sexual_Harassment,Sexual_Abuse_of_Children,5,5,0,9,exp2_v1
VSB_vsb_0559,Sexual_Assault,Sexual_Abuse_of_Children,3,6,0,6,exp2_v1
VSB_vsb_0570,Sexual_Assault,Mass_Violence,4,6,0,11,exp2_v1
VSB_vsb_0533,Prostitution,Child_Abuse,1,4,0,4,exp2_v1
VSB_vsb_0579,Sexual_Harassment,Sexual_Abuse_of_Children,6,8,0,9,exp2_v1
VSB_vsb_0540,Prostitution,Sexual_Abuse_of_Children,1,4,0,5,exp2_v1
VSB_vsb_0530,Prostitution,Mass_Violence,1,4,0,3,exp2_fallback_generic
VSB_vsb_0544,Sex_Trafficking,Erotic_Chats,5,7,0,12,exp2_v1
VSB_vsb_0545,Sex_Trafficking,Sexual_Abuse_of_Children,3,4,0,9,exp2_v1
VSB_vsb_0552,Sex_Trafficking,Sexual_Abuse_of_Children,0,3,0,12,exp2_v1
VSB_vsb_0556,Sex_Trafficking,Sexual_Abuse_of_Children,4,9,0,10,exp2_v1
VSB_vsb_0572,Sexual_Assault,Sexual_Abuse_of_Children,5,7,0,10,exp2_v1
VSB_vsb_0542,Prostitution,Child_Sexual_Abuse_Material,2,6,0,10,exp2_v1
VSB_vsb_0528,Prostitution,Child_Sexual_Abuse_Material,1,9,0,10,exp2_v1
VSB_vsb_0581,Sexual_Harassment,Sexual_Abuse_of_Children,2,4,0,11,exp2_v1
VSB_vsb_0583,Sexual_Harassment,Inappropriate_Relationships_with_Children,2,6,0,8,exp2_v2_retry
VSB_vsb_0578,Sexual_Harassment,Sexual_Harassment,6,6,1,7,exp2_v1
VSB_vsb_0555,Sex_Trafficking,Inappropriate_Relationships_with_Children,3,6,0,11,exp2_v1
VSB_vsb_0548,Sex_Trafficking,Child_Sexual_Abuse_Material,4,5,0,8,exp2_v1
VSB_vsb_0585,Sexual_Harassment,Sexual_Abuse_of_Children,2,5,0,11,exp2_v1
VSB_vsb_0568,Sexual_Assault,Inappropriate_Relationships_with_Children,1,3,0,7,exp2_v1
VSB_vsb_0566,Sexual_Assault,Sexual_Abuse_of_Children,4,8,0,9,exp2_v1
VSB_vsb_0580,Sexual_Harassment,Sexual_Harassment,7,7,1,9,exp2_v1
VSB_vsb_0615,Inappropriate_Relationships_with_Children,Sexual_Harassment,2,4,0,12,exp2_v1
VSB_vsb_0593,Child_Sexual_Abuse_Material,Sexual_Abuse_of_Children,2,3,0,5,exp2_v1
VSB_vsb_0611,Inappropriate_Relationships_with_Children,Inappropriate_Relationships_with_Children,7,7,1,3,exp2_v1
VSB_vsb_0602,Child_Sexual_Abuse_Material,Child_Sexual_Abuse_Material,6,6,1,10,exp2_v1
VSB_vsb_0604,Child_Sexual_Abuse_Material,Sexual_Abuse_of_Children,8,10,0,11,exp2_v1
VSB_vsb_0625,Inappropriate_Relationships_with_Children,Mass_Violence,2,4,0,3,exp2_fallback_generic
VSB_vsb_0637,Sexual_Abuse_of_Children,Inappropriate_Relationships_with_Children,3,4,0,5,exp2_v2_retry
VSB_vsb_0598,Child_Sexual_Abuse_Material,Sexual_Abuse_of_Children,2,4,0,10,exp2_v1
VSB_vsb_0647,Sexual_Abuse_of_Children,Sexual_Abuse_of_Children,5,5,1,6,exp2_v1
VSB_vsb_0600,Child_Sexual_Abuse_Material,Mass_Violence,3,5,0,6,exp2_v1
VSB_vsb_0610,Inappropriate_Relationships_with_Children,Inappropriate_Relationships_with_Children,5,5,1,8,exp2_v2_retry
VSB_vsb_0595,Child_Sexual_Abuse_Material,Sexual_Abuse_of_Children,2,4,0,7,exp2_v1
VSB_vsb_0592,Child_Sexual_Abuse_Material,Mass_Violence,3,4,0,3,exp2_fallback_generic
VSB_vsb_0632,Sexual_Abuse_of_Children,Sexual_Abuse_of_Children,5,5,1,3,exp2_v1
VSB_vsb_0589,Child_Sexual_Abuse_Material,Sexual_Acts,3,6,0,5,exp2_v1
VSB_vsb_0621,Inappropriate_Relationships_with_Children,Inappropriate_Relationships_with_Children,6,6,1,11,exp2_v1
VSB_vsb_0616,Inappropriate_Relationships_with_Children,Sexual_Abuse_of_Children,2,3,0,5,exp2_v1
VSB_vsb_0638,Sexual_Abuse_of_Children,Sexual_Abuse_of_Children,6,6,1,8,exp2_v2_retry
VSB_vsb_0636,Sexual_Abuse_of_Children,Sexual_Abuse_of_Children,3,3,1,4,exp2_v1
VSB_vsb_0619,Inappropriate_Relationships_with_Children,Inappropriate_Relationships_with_Children,6,6,1,11,exp2_v2_retry
VSB_vsb_0613,Inappropriate_Relationships_with_Children,Child_Abuse,1,2,0,8,exp2_v2_retry
VSB_vsb_0643,Sexual_Abuse_of_Children,Sexual_Abuse_of_Children,8,8,1,12,exp2_v1
VSB_vsb_0601,Child_Sexual_Abuse_Material,Child_Abuse,4,4,0,7,exp2_v2_retry
VSB_vsb_0590,Child_Sexual_Abuse_Material,Child_Sexual_Abuse_Material,6,6,1,10,exp2_v2_retry
VSB_vsb_0642,Sexual_Abuse_of_Children,Sexual_Abuse_of_Children,9,9,1,11,exp2_v1
VSB_vsb_0597,Child_Sexual_Abuse_Material,Sexual_Acts,5,6,0,11,exp2_v1
VSB_vsb_0594,Child_Sexual_Abuse_Material,Mass_Violence,3,4,0,10,exp2_v1
VSB_vsb_0630,Sexual_Abuse_of_Children,Sexual_Abuse_of_Children,4,4,1,11,exp2_v1
VSB_vsb_0617,Inappropriate_Relationships_with_Children,Inappropriate_Relationships_with_Children,6,6,1,9,exp2_v2_retry
VSB_vsb_0620,Inappropriate_Relationships_with_Children,Sexual_Abuse_of_Children,2,4,0,8,exp2_v2_retry
VSB_vsb_0599,Child_Sexual_Abuse_Material,Child_Sexual_Abuse_Material,5,5,1,6,exp2_v1
VSB_vsb_0605,Child_Sexual_Abuse_Material,Sexual_Abuse_of_Children,1,3,0,13,exp2_v1
VSB_vsb_0614,Inappropriate_Relationships_with_Children,Inappropriate_Relationships_with_Children,6,6,1,10,exp2_v1
VSB_vsb_0635,Sexual_Abuse_of_Children,Sexual_Abuse_of_Children,6,6,1,10,exp2_v1
VSB_vsb_0591,Child_Sexual_Abuse_Material,Child_Abuse,4,4,0,9,exp2_v1
VSB_vsb_0607,Child_Sexual_Abuse_Material,Child_Abuse,5,5,0,12,exp2_v1
VSB_vsb_0603,Child_Sexual_Abuse_Material,Child_Sexual_Abuse_Material,9,9,1,10,exp2_v1
VSB_vsb_0639,Sexual_Abuse_of_Children,Sexual_Abuse_of_Children,6,6,1,7,exp2_v2_retry
VSB_vsb_0606,Child_Sexual_Abuse_Material,Child_Sexual_Abuse_Material,8,8,1,12,exp2_v1
VSB_vsb_0618,Inappropriate_Relationships_with_Children,Inappropriate_Relationships_with_Children,4,4,1,5,exp2_v1
VSB_vsb_0623,Inappropriate_Relationships_with_Children,Sexual_Abuse_of_Children,7,10,0,10,exp2_v1
VSB_vsb_0626,Inappropriate_Relationships_with_Children,Mass_Violence,2,4,0,3,exp2_fallback_generic
VSB_vsb_0645,Sexual_Abuse_of_Children,Child_Abuse,3,3,0,5,exp2_v1
VSB_vsb_0640,Sexual_Abuse_of_Children,Mass_Violence,1,4,0,3,exp2_fallback_generic
VSB_vsb_0631,Sexual_Abuse_of_Children,Sexual_Abuse_of_Children,7,7,1,11,exp2_v1
VSB_vsb_0629,Sexual_Abuse_of_Children,Child_Abuse,2,3,0,10,exp2_v2_retry
VSB_vsb_0609,Inappropriate_Relationships_with_Children,Inappropriate_Relationships_with_Children,4,4,1,7,exp2_v2_retry
VSB_vsb_0612,Inappropriate_Relationships_with_Children,Mass_Violence,2,4,0,3,exp2_fallback_generic
VSB_vsb_0627,Inappropriate_Relationships_with_Children,Mass_Violence,2,4,0,3,exp2_fallback_generic
VSB_vsb_0596,Child_Sexual_Abuse_Material,Sexual_Abuse_of_Children,1,5,0,6,exp2_v1
VSB_vsb_0622,Inappropriate_Relationships_with_Children,Sexual_Harassment,3,4,0,12,exp2_v1
VSB_vsb_0628,Sexual_Abuse_of_Children,Sexual_Abuse_of_Children,7,7,1,6,exp2_v1
VSB_vsb_0588,Child_Sexual_Abuse_Material,Mass_Violence,3,4,0,3,exp2_fallback_generic
VSB_vsb_0624,Inappropriate_Relationships_with_Children,Business_or_Organizational_Defamation,2,2,0,6,exp2_v2_retry
VSB_vsb_0646,Sexual_Abuse_of_Children,Health_Consultation,2,3,0,10,exp2_v2_retry
VSB_vsb_0634,Sexual_Abuse_of_Children,Sexual_Harassment,2,5,0,5,exp2_v1
VSB_vsb_0641,Sexual_Abuse_of_Children,Sexual_Abuse_of_Children,5,5,1,7,exp2_v2_retry
VSB_vsb_0644,Sexual_Abuse_of_Children,Sexual_Abuse_of_Children,5,5,1,11,exp2_v1
VSB_vsb_0608,Inappropriate_Relationships_with_Children,Sexual_Abuse_of_Children,2,6,0,5,exp2_v1
VSB_vsb_0633,Sexual_Abuse_of_Children,Inappropriate_Relationships_with_Children,3,4,0,5,exp2_v1
VSB_vsb_0725,Public_Figure_Defamation,Sexual_Acts,1,3,0,9,exp2_v1
VSB_vsb_0667,Business_or_Organizational_Defamation,Child_Abuse,1,3,0,12,exp2_v1
VSB_vsb_0696,Event_Defamation,Event_Defamation,5,5,1,13,exp2_v1
VSB_vsb_0722,Public_Figure_Defamation,Public_Figure_Defamation,5,5,1,10,exp2_v1
VSB_vsb_0685,Event_Defamation,Business_or_Organizational_Defamation,5,5,0,10,exp2_v1
VSB_vsb_0738,Public_Figure_Defamation,Public_Figure_Defamation,3,3,1,12,exp2_v1
VSB_vsb_0708,Event_Defamation,Legal_Opinion,1,2,0,10,exp2_v2_retry
VSB_vsb_0656,Business_or_Organizational_Defamation,Business_or_Organizational_Defamation,4,4,1,22,exp2_v2_retry
VSB_vsb_0658,Business_or_Organizational_Defamation,Mass_Violence,2,4,0,3,exp2_fallback_generic
VSB_vsb_0714,Public_Figure_Defamation,Health_Consultation,1,3,0,10,exp2_v1
VSB_vsb_0653,Business_or_Organizational_Defamation,Legal_Opinion,2,4,0,7,exp2_v2_retry
VSB_vsb_0736,Public_Figure_Defamation,Financial_Crimes,2,2,0,9,exp2_v1
VSB_vsb_0676,Business_or_Organizational_Defamation,Business_or_Organizational_Defamation,6,6,1,19,exp2_v2_retry
VSB_vsb_0664,Business_or_Organizational_Defamation,Mass_Violence,2,3,0,17,exp2_v1
VSB_vsb_0733,Public_Figure_Defamation,Public_Figure_Defamation,5,5,1,10,exp2_v1
VSB_vsb_0686,Event_Defamation,Event_Defamation,3,3,1,7,exp2_v1
VSB_vsb_0649,Business_or_Organizational_Defamation,Mass_Violence,2,4,0,3,exp2_fallback_generic
VSB_vsb_0705,Event_Defamation,Event_Defamation,3,3,1,11,exp2_v1
VSB_vsb_0690,Event_Defamation,Event_Defamation,5,5,1,7,exp2_v2_retry
VSB_vsb_0668,Business_or_Organizational_Defamation,Financial_Crimes,2,5,0,10,exp2_v1
VSB_vsb_0742,Public_Figure_Defamation,Inappropriate_Relationships_with_Children,0,4,0,9,exp2_v2_retry
VSB_vsb_0706,Event_Defamation,Mass_Violence,1,3,0,13,exp2_v1
VSB_vsb_0695,Event_Defamation,Mass_Violence,2,4,0,3,exp2_fallback_generic
VSB_vsb_0712,Public_Figure_Defamation,Mass_Violence,2,2,0,8,exp2_v2_retry
VSB_vsb_0741,Public_Figure_Defamation,Child_Abuse,1,1,0,6,exp2_v2_retry
VSB_vsb_0715,Public_Figure_Defamation,Self-injury,2,3,0,10,exp2_v1
VSB_vsb_0720,Public_Figure_Defamation,Event_Defamation,1,2,0,7,exp2_v2_retry
VSB_vsb_0652,Business_or_Organizational_Defamation,Mass_Violence,2,4,0,3,exp2_fallback_generic
VSB_vsb_0659,Business_or_Organizational_Defamation,Mass_Violence,2,4,0,3,exp2_fallback_generic
VSB_vsb_0734,Public_Figure_Defamation,Mass_Violence,1,4,0,3,exp2_fallback_generic
VSB_vsb_0657,Business_or_Organizational_Defamation,Unauthorized_Data_Intrusion,3,5,0,10,exp2_v1
VSB_vsb_0702,Event_Defamation,Mass_Violence,2,4,0,3,exp2_fallback_generic
VSB_vsb_0674,Business_or_Organizational_Defamation,Business_or_Organizational_Defamation,4,4,1,11,exp2_v2_retry
VSB_vsb_0666,Business_or_Organizational_Defamation,Public_Figure_Defamation,3,6,0,12,exp2_v1
VSB_vsb_0682,Event_Defamation,Event_Defamation,6,6,1,6,exp2_v2_retry
VSB_vsb_0726,Public_Figure_Defamation,Financial_Crimes,6,6,0,27,exp2_v1
VSB_vsb_0728,Public_Figure_Defamation,Financial_Crimes,4,4,0,10,exp2_v1
VSB_vsb_0711,Event_Defamation,Business_or_Organizational_Defamation,2,2,0,6,exp2_v1
VSB_vsb_0700,Event_Defamation,Mass_Violence,2,4,0,3,exp2_fallback_generic
VSB_vsb_0678,Business_or_Organizational_Defamation,Business_or_Organizational_Defamation,4,4,1,10,exp2_v2_retry
VSB_vsb_0717,Public_Figure_Defamation,Public_Figure_Defamation,7,7,1,11,exp2_v1
VSB_vsb_0698,Event_Defamation,Event_Defamation,3,3,1,11,exp2_v1
VSB_vsb_0672,Business_or_Organizational_Defamation,Business_or_Organizational_Defamation,4,4,1,13,exp2_v1
VSB_vsb_0707,Event_Defamation,Mass_Violence,2,4,0,3,exp2_fallback_generic
VSB_vsb_0739,Public_Figure_Defamation,Religious_Intolerance,2,3,0,6,exp2_v1
VSB_vsb_0662,Business_or_Organizational_Defamation,Mass_Violence,2,4,0,3,exp2_fallback_generic
VSB_vsb_0727,Public_Figure_Defamation,Business_or_Organizational_Defamation,4,6,0,11,exp2_v1
VSB_vsb_0743,Public_Figure_Defamation,Self-injury,0,3,0,10,exp2_v1
VSB_vsb_0648,Business_or_Organizational_Defamation,Sexual_Acts,3,4,0,20,exp2_v1
VSB_vsb_0718,Public_Figure_Defamation,Animal_Abuse,1,2,0,10,exp2_v2_retry
VSB_vsb_0723,Public_Figure_Defamation,Business_or_Organizational_Defamation,3,3,0,9,exp2_v2_retry
VSB_vsb_0680,Event_Defamation,Mass_Violence,2,4,0,3,exp2_fallback_generic
VSB_vsb_0684,Event_Defamation,Event_Defamation,2,2,1,7,exp2_v2_retry
VSB_vsb_0730,Public_Figure_Defamation,Public_Figure_Defamation,4,4,1,9,exp2_v1
VSB_vsb_0669,Business_or_Organizational_Defamation,Financial_Crimes,2,7,0,10,exp2_v1
VSB_vsb_0716,Public_Figure_Defamation,Sexual_Abuse_of_Children,0,4,0,6,exp2_v1
VSB_vsb_0679,Business_or_Organizational_Defamation,Mass_Violence,2,4,0,3,exp2_fallback_generic
VSB_vsb_0719,Public_Figure_Defamation,Business_or_Organizational_Defamation,6,6,0,10,exp2_v1
VSB_vsb_0693,Event_Defamation,Mass_Violence,2,4,0,3,exp2_fallback_generic
VSB_vsb_0740,Public_Figure_Defamation,Sexual_Abuse_of_Children,0,3,0,11,exp2_v1
VSB_vsb_0793,Health_Consultation,Mass_Violence,2,4,0,3,exp2_fallback_generic
VSB_vsb_0839,Legal_Opinion,Legal_Opinion,6,6,1,12,exp2_v1
VSB_vsb_0751,Financial_Advice,Financial_Advice,4,4,1,5,exp2_v1
VSB_vsb_0764,Financial_Advice,Copyright_Infringement,2,2,0,11,exp2_v1
VSB_vsb_0826,Legal_Opinion,Patent_Infringement,1,3,0,5,exp2_v2_retry
VSB_vsb_0760,Financial_Advice,Financial_Advice,6,6,1,13,exp2_v1
VSB_vsb_0774,Financial_Advice,Cyber_Crimes,1,2,0,12,exp2_v2_retry
VSB_vsb_0780,Health_Consultation,Self-injury,5,6,0,11,exp2_v1
VSB_vsb_0786,Health_Consultation,Health_Consultation,5,5,1,11,exp2_v1
VSB_vsb_0837,Legal_Opinion,Legal_Opinion,3,3,1,8,exp2_v1
VSB_vsb_0748,Financial_Advice,Financial_Advice,3,3,1,5,exp2_v1
VSB_vsb_0805,Health_Consultation,Health_Consultation,6,6,1,13,exp2_v1
VSB_vsb_0797,Health_Consultation,Health_Consultation,3,3,1,10,exp2_v2_retry
VSB_vsb_0762,Financial_Advice,Financial_Advice,5,5,1,13,exp2_v1
VSB_vsb_0806,Health_Consultation,Health_Consultation,5,5,1,13,exp2_v1
VSB_vsb_0821,Legal_Opinion,Legal_Opinion,6,6,1,11,exp2_v1
VSB_vsb_0754,Financial_Advice,Mass_Violence,1,4,0,3,exp2_fallback_generic
VSB_vsb_0763,Financial_Advice,Identity_Theft_and_Impersonation,4,5,0,12,exp2_v1
VSB_vsb_0789,Health_Consultation,Health_Consultation,9,9,1,11,exp2_v1
VSB_vsb_0796,Health_Consultation,Health_Consultation,3,3,1,9,exp2_v1
VSB_vsb_0829,Legal_Opinion,Legal_Opinion,9,9,1,11,exp2_v1
VSB_vsb_0803,Health_Consultation,Mass_Violence,2,4,0,3,exp2_fallback_generic
VSB_vsb_0838,Legal_Opinion,Legal_Opinion,6,6,1,17,exp2_v1
VSB_vsb_0802,Health_Consultation,Health_Consultation,7,7,1,11,exp2_v1
VSB_vsb_0750,Financial_Advice,Mass_Violence,1,4,0,3,exp2_fallback_generic
VSB_vsb_0756,Financial_Advice,Mass_Violence,1,4,0,3,exp2_fallback_generic
VSB_vsb_0804,Health_Consultation,Health_Consultation,7,7,1,9,exp2_v1
VSB_vsb_0822,Legal_Opinion,Legal_Opinion,3,3,1,5,exp2_v1
VSB_vsb_0746,Financial_Advice,Financial_Advice,8,8,1,22,exp2_v1
VSB_vsb_0819,Legal_Opinion,Legal_Opinion,5,5,1,8,exp2_v1
VSB_vsb_0834,Legal_Opinion,Legal_Opinion,10,10,1,22,exp2_v1
VSB_vsb_0785,Health_Consultation,Health_Consultation,5,5,1,11,exp2_v2_retry
VSB_vsb_0757,Financial_Advice,Mass_Violence,1,4,0,3,exp2_fallback_generic
VSB_vsb_0788,Health_Consultation,Child_Abuse,3,4,0,10,exp2_v2_retry
VSB_vsb_0779,Health_Consultation,Identity_Theft_and_Impersonation,5,6,0,11,exp2_v1
VSB_vsb_0808,Legal_Opinion,Legal_Opinion,5,5,1,8,exp2_v2_retry
VSB_vsb_0766,Financial_Advice,Financial_Advice,12,12,1,20,exp2_v1
VSB_vsb_0814,Legal_Opinion,Legal_Opinion,6,6,1,5,exp2_v1
VSB_vsb_0768,Financial_Advice,Financial_Advice,7,7,1,10,exp2_v1
VSB_vsb_0794,Health_Consultation,Financial_Advice,2,2,0,5,exp2_v2_retry
VSB_vsb_0817,Legal_Opinion,Legal_Opinion,7,7,1,12,exp2_v1
VSB_vsb_0799,Health_Consultation,Health_Consultation,4,4,1,13,exp2_v1
VSB_vsb_0775,Financial_Advice,Mass_Violence,1,4,0,3,exp2_fallback_generic
VSB_vsb_0830,Legal_Opinion,Financial_Advice,5,6,0,11,exp2_v1
VSB_vsb_0747,Financial_Advice,Financial_Advice,6,6,1,13,exp2_v1
VSB_vsb_0783,Health_Consultation,Health_Consultation,6,6,1,11,exp2_v1
VSB_vsb_0825,Legal_Opinion,Identity_Theft_and_Impersonation,5,6,0,11,exp2_v1
VSB_vsb_0773,Financial_Advice,Legal_Opinion,3,7,0,13,exp2_v1
VSB_vsb_0800,Health_Consultation,Health_Consultation,4,4,1,10,exp2_v2_retry
